id_order_detail,order_id,product_id,quantity,name,supplier_id,category_id,unit,price,id,name_category,description,customer_id,employee_id,date,shipper_id,name_order,contact,address,city,postal_code,country,last_name,first_name,birthdate,photo,notes,name_shipper,phone,id_supplier,name_supplier,contact_supplier,address_supplier,city_supplier,postal_code_supplier,country_supplier,phone_supplier
398,10397,21,10,Sir Rodney's Scones,8,3,24 pkgs. x 4 pieces,10.0,3,Confections,"Desserts, candies, and sweet breads",60,5,1996-12-27,1,Princesa Isabel Vinhoss,Isabel de Castro,Estrada da saúde n. 58,Lisboa,1756,Portugal,Buchanan,Steven,1955-03-04,EmpID5.pic,"Steven Buchanan graduated from St. Andrews University, Scotland, with a BSC degree. Upon joining the company as a sales representative, he spent 6 months in an orientation program at the Seattle office and then returned to his permanent post in London, where he was promoted to sales manager. Mr. Buchanan has completed the courses 'Successful Telemarketing' and 'International Sales Management'. He is fluent in French.",Speedy Express,(503) 555-9831,8,"Specialty Biscuits, Ltd.",Peter Wilson,29 King's Way,Manchester,M14 GSD,UK,(161) 555-4448
399,10397,51,18,Manjimup Dried Apples,24,7,50 - 300 g pkgs.,53.0,7,Produce,Dried fruit and bean curd,60,5,1996-12-27,1,Princesa Isabel Vinhoss,Isabel de Castro,Estrada da saúde n. 58,Lisboa,1756,Portugal,Buchanan,Steven,1955-03-04,EmpID5.pic,"Steven Buchanan graduated from St. Andrews University, Scotland, with a BSC degree. Upon joining the company as a sales representative, he spent 6 months in an orientation program at the Seattle office and then returned to his permanent post in London, where he was promoted to sales manager. Mr. Buchanan has completed the courses 'Successful Telemarketing' and 'International Sales Management'. He is fluent in French.",Speedy Express,(503) 555-9831,24,"G'day, Mate",Wendy Mackenzie,170 Prince Edward Parade Hunter's Hill,Sydney,2042,Australia,(02) 555-5914
400,10398,35,30,Steeleye Stout,16,1,24 - 12 oz bottles,18.0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",71,2,1996-12-30,3,Save-a-lot Markets,Jose Pavarotti,187 Suffolk Ln.,Boise,83720,USA,Fuller,Andrew,1952-02-19,EmpID2.pic,"Andrew received his BTS commercial and a Ph.D. in international marketing from the University of Dallas. He is fluent in French and Italian and reads German. He joined the company as a sales representative, was promoted to sales manager and was then named vice president of sales. Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association.",Federal Shipping,(503) 555-9931,16,Bigfoot Breweries,Cheryl Saylor,3400 - 8th Avenue Suite 210,Bend,97101,USA,(503) 555-9931
401,10398,55,120,Pâté chinois,25,6,24 boxes x 2 pies,24.0,6,Meat/Poultry,Prepared meats,71,2,1996-12-30,3,Save-a-lot Markets,Jose Pavarotti,187 Suffolk Ln.,Boise,83720,USA,Fuller,Andrew,1952-02-19,EmpID2.pic,"Andrew received his BTS commercial and a Ph.D. in international marketing from the University of Dallas. He is fluent in French and Italian and reads German. He joined the company as a sales representative, was promoted to sales manager and was then named vice president of sales. Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association.",Federal Shipping,(503) 555-9931,25,Ma Maison,Jean-Guy Lauzon,2960 Rue St. Laurent,Montréal,H1J 1C3,Canada,(514) 555-9022
402,10399,68,60,Scottish Longbreads,8,3,10 boxes x 8 pieces,12.5,3,Confections,"Desserts, candies, and sweet breads",83,8,1996-12-31,3,Vaffeljernet,Palle Ibsen,Smagsløget 45,Århus,8200,Denmark,Callahan,Laura,1958-01-09,EmpID8.pic,Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.,Federal Shipping,(503) 555-9931,8,"Specialty Biscuits, Ltd.",Peter Wilson,29 King's Way,Manchester,M14 GSD,UK,(161) 555-4448
403,10399,71,30,Fløtemysost,15,4,10 - 500 g pkgs.,21.5,4,Dairy Products,Cheeses,83,8,1996-12-31,3,Vaffeljernet,Palle Ibsen,Smagsløget 45,Århus,8200,Denmark,Callahan,Laura,1958-01-09,EmpID8.pic,Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.,Federal Shipping,(503) 555-9931,15,Norske Meierier,Beate Vileid,Hatlevegen 5,Sandvika,1320,Norway,(0)2-953010
404,10399,76,35,Lakkalikööri,23,1,500 ml,18.0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",83,8,1996-12-31,3,Vaffeljernet,Palle Ibsen,Smagsløget 45,Århus,8200,Denmark,Callahan,Laura,1958-01-09,EmpID8.pic,Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.,Federal Shipping,(503) 555-9931,23,Karkki Oy,Anne Heikkonen,Valtakatu 12,Lappeenranta,53120,Finland,(953) 10956
405,10399,77,14,Original Frankfurter grüne Soße,12,2,12 boxes,13.0,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",83,8,1996-12-31,3,Vaffeljernet,Palle Ibsen,Smagsløget 45,Århus,8200,Denmark,Callahan,Laura,1958-01-09,EmpID8.pic,Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.,Federal Shipping,(503) 555-9931,12,Plutzer Lebensmittelgroßmärkte AG,Martin Bein,Bogenallee 51,Frankfurt,60439,Germany,(069) 992755
406,10400,29,21,Thüringer Rostbratwurst,12,6,50 bags x 30 sausgs.,123.79,6,Meat/Poultry,Prepared meats,19,1,1997-01-01,3,Eastern Connection,Ann Devon,35 King George,London,WX3 6FW,UK,Davolio,Nancy,1968-12-08,EmpID1.pic,Education includes a BA in psychology from Colorado State University. She also completed (The Art of the Cold Call). Nancy is a member of 'Toastmasters International'.,Federal Shipping,(503) 555-9931,12,Plutzer Lebensmittelgroßmärkte AG,Martin Bein,Bogenallee 51,Frankfurt,60439,Germany,(069) 992755
407,10400,35,35,Steeleye Stout,16,1,24 - 12 oz bottles,18.0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",19,1,1997-01-01,3,Eastern Connection,Ann Devon,35 King George,London,WX3 6FW,UK,Davolio,Nancy,1968-12-08,EmpID1.pic,Education includes a BA in psychology from Colorado State University. She also completed (The Art of the Cold Call). Nancy is a member of 'Toastmasters International'.,Federal Shipping,(503) 555-9931,16,Bigfoot Breweries,Cheryl Saylor,3400 - 8th Avenue Suite 210,Bend,97101,USA,(503) 555-9931
408,10400,49,30,Maxilaku,23,3,24 - 50 g pkgs.,20.0,3,Confections,"Desserts, candies, and sweet breads",19,1,1997-01-01,3,Eastern Connection,Ann Devon,35 King George,London,WX3 6FW,UK,Davolio,Nancy,1968-12-08,EmpID1.pic,Education includes a BA in psychology from Colorado State University. She also completed (The Art of the Cold Call). Nancy is a member of 'Toastmasters International'.,Federal Shipping,(503) 555-9931,23,Karkki Oy,Anne Heikkonen,Valtakatu 12,Lappeenranta,53120,Finland,(953) 10956
409,10401,30,18,Nord-Ost Matjeshering,13,8,10 - 200 g glasses,25.89,8,Seafood,Seaweed and fish,65,1,1997-01-01,1,Rattlesnake Canyon Grocery,Paula Wilson,2817 Milton Dr.,Albuquerque,87110,USA,Davolio,Nancy,1968-12-08,EmpID1.pic,Education includes a BA in psychology from Colorado State University. She also completed (The Art of the Cold Call). Nancy is a member of 'Toastmasters International'.,Speedy Express,(503) 555-9831,13,Nord-Ost-Fisch Handelsgesellschaft mbH,Sven Petersen,Frahmredder 112a,Cuxhaven,27478,Germany,(04721) 8713
410,10401,56,70,Gnocchi di nonna Alice,26,5,24 - 250 g pkgs.,38.0,5,Grains/Cereals,"Breads, crackers, pasta, and cereal",65,1,1997-01-01,1,Rattlesnake Canyon Grocery,Paula Wilson,2817 Milton Dr.,Albuquerque,87110,USA,Davolio,Nancy,1968-12-08,EmpID1.pic,Education includes a BA in psychology from Colorado State University. She also completed (The Art of the Cold Call). Nancy is a member of 'Toastmasters International'.,Speedy Express,(503) 555-9831,26,Pasta Buttini s.r.l.,Giovanni Giudici,"Via dei Gelsomini, 153",Salerno,84100,Italy,(089) 6547665
411,10401,65,20,Louisiana Fiery Hot Pepper Sauce,2,2,32 - 8 oz bottles,21.05,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",65,1,1997-01-01,1,Rattlesnake Canyon Grocery,Paula Wilson,2817 Milton Dr.,Albuquerque,87110,USA,Davolio,Nancy,1968-12-08,EmpID1.pic,Education includes a BA in psychology from Colorado State University. She also completed (The Art of the Cold Call). Nancy is a member of 'Toastmasters International'.,Speedy Express,(503) 555-9831,2,New Orleans Cajun Delights,Shelley Burke,P.O. Box 78934,New Orleans,70117,USA,(100) 555-4822
412,10401,71,60,Fløtemysost,15,4,10 - 500 g pkgs.,21.5,4,Dairy Products,Cheeses,65,1,1997-01-01,1,Rattlesnake Canyon Grocery,Paula Wilson,2817 Milton Dr.,Albuquerque,87110,USA,Davolio,Nancy,1968-12-08,EmpID1.pic,Education includes a BA in psychology from Colorado State University. She also completed (The Art of the Cold Call). Nancy is a member of 'Toastmasters International'.,Speedy Express,(503) 555-9831,15,Norske Meierier,Beate Vileid,Hatlevegen 5,Sandvika,1320,Norway,(0)2-953010
413,10402,23,60,Tunnbröd,9,5,12 - 250 g pkgs.,9.0,5,Grains/Cereals,"Breads, crackers, pasta, and cereal",20,8,1997-01-02,2,Ernst Handel,Roland Mendel,Kirchgasse 6,Graz,8010,Austria,Callahan,Laura,1958-01-09,EmpID8.pic,Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.,United Package,(503) 555-3199,9,PB Knäckebröd AB,Lars Peterson,Kaloadagatan 13,Göteborg,S-345 67,Sweden,031-987 65 43
414,10402,63,65,Vegie-spread,7,2,15 - 625 g jars,43.9,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",20,8,1997-01-02,2,Ernst Handel,Roland Mendel,Kirchgasse 6,Graz,8010,Austria,Callahan,Laura,1958-01-09,EmpID8.pic,Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.,United Package,(503) 555-3199,7,"Pavlova, Ltd.",Ian Devling,74 Rose St. Moonie Ponds,Melbourne,3058,Australia,(03) 444-2343
415,10403,16,21,Pavlova,7,3,32 - 500 g boxes,17.45,3,Confections,"Desserts, candies, and sweet breads",20,4,1997-01-03,3,Ernst Handel,Roland Mendel,Kirchgasse 6,Graz,8010,Austria,Peacock,Margaret,1958-09-19,EmpID4.pic,Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.,Federal Shipping,(503) 555-9931,7,"Pavlova, Ltd.",Ian Devling,74 Rose St. Moonie Ponds,Melbourne,3058,Australia,(03) 444-2343
416,10403,48,70,Chocolade,22,3,10 pkgs.,12.75,3,Confections,"Desserts, candies, and sweet breads",20,4,1997-01-03,3,Ernst Handel,Roland Mendel,Kirchgasse 6,Graz,8010,Austria,Peacock,Margaret,1958-09-19,EmpID4.pic,Margaret holds a BA in English literature from Concordia College and an MA from the American Institute of Culinary Arts. She was temporarily assigned to the London office before returning to her permanent post in Seattle.,Federal Shipping,(503) 555-9931,22,Zaanse Snoepfabriek,Dirk Luchte,Verkoop Rijnweg 22,Zaandam,9999 ZZ,Netherlands,(12345) 1212
417,10404,26,30,Gumbär Gummibärchen,11,3,100 - 250 g bags,31.23,3,Confections,"Desserts, candies, and sweet breads",49,2,1997-01-03,1,Magazzini Alimentari Riuniti,Giovanni Rovelli,Via Ludovico il Moro 22,Bergamo,24100,Italy,Fuller,Andrew,1952-02-19,EmpID2.pic,"Andrew received his BTS commercial and a Ph.D. in international marketing from the University of Dallas. He is fluent in French and Italian and reads German. He joined the company as a sales representative, was promoted to sales manager and was then named vice president of sales. Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association.",Speedy Express,(503) 555-9831,11,Heli Süßwaren GmbH & Co. KG,Petra Winkler,Tiergartenstraße 5,Berlin,10785,Germany,(010) 9984510
418,10404,42,40,Singaporean Hokkien Fried Mee,20,5,32 - 1 kg pkgs.,14.0,5,Grains/Cereals,"Breads, crackers, pasta, and cereal",49,2,1997-01-03,1,Magazzini Alimentari Riuniti,Giovanni Rovelli,Via Ludovico il Moro 22,Bergamo,24100,Italy,Fuller,Andrew,1952-02-19,EmpID2.pic,"Andrew received his BTS commercial and a Ph.D. in international marketing from the University of Dallas. He is fluent in French and Italian and reads German. He joined the company as a sales representative, was promoted to sales manager and was then named vice president of sales. Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association.",Speedy Express,(503) 555-9831,20,Leka Trading,Chandra Leka,"471 Serangoon Loop, Suite #402",Singapore,0512,Singapore,555-8787
419,10404,49,30,Maxilaku,23,3,24 - 50 g pkgs.,20.0,3,Confections,"Desserts, candies, and sweet breads",49,2,1997-01-03,1,Magazzini Alimentari Riuniti,Giovanni Rovelli,Via Ludovico il Moro 22,Bergamo,24100,Italy,Fuller,Andrew,1952-02-19,EmpID2.pic,"Andrew received his BTS commercial and a Ph.D. in international marketing from the University of Dallas. He is fluent in French and Italian and reads German. He joined the company as a sales representative, was promoted to sales manager and was then named vice president of sales. Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association.",Speedy Express,(503) 555-9831,23,Karkki Oy,Anne Heikkonen,Valtakatu 12,Lappeenranta,53120,Finland,(953) 10956
420,10405,3,50,Aniseed Syrup,1,2,12 - 550 ml bottles,10.0,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",47,1,1997-01-06,1,LINO-Delicateses,Felipe Izquierdo,Ave. 5 de Mayo Porlamar,I. de Margarita,4980,Venezuela,Davolio,Nancy,1968-12-08,EmpID1.pic,Education includes a BA in psychology from Colorado State University. She also completed (The Art of the Cold Call). Nancy is a member of 'Toastmasters International'.,Speedy Express,(503) 555-9831,1,Exotic Liquid,Charlotte Cooper,49 Gilbert St.,Londona,EC1 4SD,UK,(171) 555-2222
421,10406,1,10,Chais,1,1,10 boxes x 20 bags,18.0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",62,7,1997-01-07,1,Queen Cozinha,Lúcia Carvalho,"Alameda dos Canàrios, 891",São Paulo,05487-020,Brazil,King,Robert,1960-05-29,EmpID7.pic,"Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan and then joining the company. After completing a course entitled 'Selling in Europe', he was transferred to the London office.",Speedy Express,(503) 555-9831,1,Exotic Liquid,Charlotte Cooper,49 Gilbert St.,Londona,EC1 4SD,UK,(171) 555-2222
422,10406,21,30,Sir Rodney's Scones,8,3,24 pkgs. x 4 pieces,10.0,3,Confections,"Desserts, candies, and sweet breads",62,7,1997-01-07,1,Queen Cozinha,Lúcia Carvalho,"Alameda dos Canàrios, 891",São Paulo,05487-020,Brazil,King,Robert,1960-05-29,EmpID7.pic,"Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan and then joining the company. After completing a course entitled 'Selling in Europe', he was transferred to the London office.",Speedy Express,(503) 555-9831,8,"Specialty Biscuits, Ltd.",Peter Wilson,29 King's Way,Manchester,M14 GSD,UK,(161) 555-4448
423,10406,28,42,Rössle Sauerkraut,12,7,25 - 825 g cans,45.6,7,Produce,Dried fruit and bean curd,62,7,1997-01-07,1,Queen Cozinha,Lúcia Carvalho,"Alameda dos Canàrios, 891",São Paulo,05487-020,Brazil,King,Robert,1960-05-29,EmpID7.pic,"Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan and then joining the company. After completing a course entitled 'Selling in Europe', he was transferred to the London office.",Speedy Express,(503) 555-9831,12,Plutzer Lebensmittelgroßmärkte AG,Martin Bein,Bogenallee 51,Frankfurt,60439,Germany,(069) 992755
424,10406,36,5,Inlagd Sill,17,8,24 - 250 g jars,19.0,8,Seafood,Seaweed and fish,62,7,1997-01-07,1,Queen Cozinha,Lúcia Carvalho,"Alameda dos Canàrios, 891",São Paulo,05487-020,Brazil,King,Robert,1960-05-29,EmpID7.pic,"Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan and then joining the company. After completing a course entitled 'Selling in Europe', he was transferred to the London office.",Speedy Express,(503) 555-9831,17,Svensk Sjöföda AB,Michael Björn,Brovallavägen 231,Stockholm,S-123 45,Sweden,08-123 45 67
425,10406,40,2,Boston Crab Meat,19,8,24 - 4 oz tins,18.4,8,Seafood,Seaweed and fish,62,7,1997-01-07,1,Queen Cozinha,Lúcia Carvalho,"Alameda dos Canàrios, 891",São Paulo,05487-020,Brazil,King,Robert,1960-05-29,EmpID7.pic,"Robert King served in the Peace Corps and traveled extensively before completing his degree in English at the University of Michigan and then joining the company. After completing a course entitled 'Selling in Europe', he was transferred to the London office.",Speedy Express,(503) 555-9831,19,New England Seafood Cannery,Robb Merchant,Order Processing Dept. 2100 Paul Revere Blvd.,Boston,02134,USA,(617) 555-3267
426,10407,11,30,Queso Cabrales,5,4,1 kg pkg.,21.0,4,Dairy Products,Cheeses,56,2,1997-01-07,2,Ottilies Käseladen,Henriette Pfalzheim,Mehrheimerstr. 369,Köln,50739,Germany,Fuller,Andrew,1952-02-19,EmpID2.pic,"Andrew received his BTS commercial and a Ph.D. in international marketing from the University of Dallas. He is fluent in French and Italian and reads German. He joined the company as a sales representative, was promoted to sales manager and was then named vice president of sales. Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association.",United Package,(503) 555-3199,5,Cooperativa de Quesos 'Las Cabras',Antonio del Valle Saavedra,Calle del Rosal 4,Oviedo,33007,Spain,(98) 598 76 54
427,10407,69,15,Gudbrandsdalsost,15,4,10 kg pkg.,36.0,4,Dairy Products,Cheeses,56,2,1997-01-07,2,Ottilies Käseladen,Henriette Pfalzheim,Mehrheimerstr. 369,Köln,50739,Germany,Fuller,Andrew,1952-02-19,EmpID2.pic,"Andrew received his BTS commercial and a Ph.D. in international marketing from the University of Dallas. He is fluent in French and Italian and reads German. He joined the company as a sales representative, was promoted to sales manager and was then named vice president of sales. Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association.",United Package,(503) 555-3199,15,Norske Meierier,Beate Vileid,Hatlevegen 5,Sandvika,1320,Norway,(0)2-953010
428,10407,71,15,Fløtemysost,15,4,10 - 500 g pkgs.,21.5,4,Dairy Products,Cheeses,56,2,1997-01-07,2,Ottilies Käseladen,Henriette Pfalzheim,Mehrheimerstr. 369,Köln,50739,Germany,Fuller,Andrew,1952-02-19,EmpID2.pic,"Andrew received his BTS commercial and a Ph.D. in international marketing from the University of Dallas. He is fluent in French and Italian and reads German. He joined the company as a sales representative, was promoted to sales manager and was then named vice president of sales. Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association.",United Package,(503) 555-3199,15,Norske Meierier,Beate Vileid,Hatlevegen 5,Sandvika,1320,Norway,(0)2-953010
429,10408,37,10,Gravad lax,17,8,12 - 500 g pkgs.,26.0,8,Seafood,Seaweed and fish,23,8,1997-01-08,1,Folies gourmandes,Martine Rancé,"184, chaussée de Tournai",Lille,59000,France,Callahan,Laura,1958-01-09,EmpID8.pic,Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.,Speedy Express,(503) 555-9831,17,Svensk Sjöföda AB,Michael Björn,Brovallavägen 231,Stockholm,S-123 45,Sweden,08-123 45 67
430,10408,54,6,Tourtière,25,6,16 pies,7.45,6,Meat/Poultry,Prepared meats,23,8,1997-01-08,1,Folies gourmandes,Martine Rancé,"184, chaussée de Tournai",Lille,59000,France,Callahan,Laura,1958-01-09,EmpID8.pic,Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.,Speedy Express,(503) 555-9831,25,Ma Maison,Jean-Guy Lauzon,2960 Rue St. Laurent,Montréal,H1J 1C3,Canada,(514) 555-9022
431,10408,62,35,Tarte au sucre,29,3,48 pies,49.3,3,Confections,"Desserts, candies, and sweet breads",23,8,1997-01-08,1,Folies gourmandes,Martine Rancé,"184, chaussée de Tournai",Lille,59000,France,Callahan,Laura,1958-01-09,EmpID8.pic,Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.,Speedy Express,(503) 555-9831,29,Forêts d'érables,Chantal Goulet,148 rue Chasseur,Ste-Hyacinthe,J2S 7S8,Canada,(514) 555-2955
432,10409,14,12,Tofu,6,7,40 - 100 g pkgs.,23.25,7,Produce,Dried fruit and bean curd,54,3,1997-01-09,1,Océano Atlántico Ltda.,Yvonne Moncada,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,1010,Argentina,Leverling,Janet,1963-08-30,EmpID3.pic,Janet has a BS degree in chemistry from Boston College). She has also completed a certificate program in food retailing management. Janet was hired as a sales associate and was promoted to sales representative.,Speedy Express,(503) 555-9831,6,Mayumi's,Mayumi Ohno,92 Setsuko Chuo-ku,Osaka,545,Japan,(06) 431-7877
433,10409,21,12,Sir Rodney's Scones,8,3,24 pkgs. x 4 pieces,10.0,3,Confections,"Desserts, candies, and sweet breads",54,3,1997-01-09,1,Océano Atlántico Ltda.,Yvonne Moncada,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,1010,Argentina,Leverling,Janet,1963-08-30,EmpID3.pic,Janet has a BS degree in chemistry from Boston College). She has also completed a certificate program in food retailing management. Janet was hired as a sales associate and was promoted to sales representative.,Speedy Express,(503) 555-9831,8,"Specialty Biscuits, Ltd.",Peter Wilson,29 King's Way,Manchester,M14 GSD,UK,(161) 555-4448
434,10410,33,49,Geitost,15,4,500 g,2.5,4,Dairy Products,Cheeses,10,3,1997-01-10,3,Bottom-Dollar Marketse,Elizabeth Lincoln,23 Tsawassen Blvd.,Tsawassen,T2F 8M4,Canada,Leverling,Janet,1963-08-30,EmpID3.pic,Janet has a BS degree in chemistry from Boston College). She has also completed a certificate program in food retailing management. Janet was hired as a sales associate and was promoted to sales representative.,Federal Shipping,(503) 555-9931,15,Norske Meierier,Beate Vileid,Hatlevegen 5,Sandvika,1320,Norway,(0)2-953010
435,10410,59,16,Raclette Courdavault,28,4,5 kg pkg.,55.0,4,Dairy Products,Cheeses,10,3,1997-01-10,3,Bottom-Dollar Marketse,Elizabeth Lincoln,23 Tsawassen Blvd.,Tsawassen,T2F 8M4,Canada,Leverling,Janet,1963-08-30,EmpID3.pic,Janet has a BS degree in chemistry from Boston College). She has also completed a certificate program in food retailing management. Janet was hired as a sales associate and was promoted to sales representative.,Federal Shipping,(503) 555-9931,28,Gai pâturage,Eliane Noz,"Bat. B 3, rue des Alpes",Annecy,74000,France,38.76.98.06
436,10411,41,25,Jack's New England Clam Chowder,19,8,12 - 12 oz cans,9.65,8,Seafood,Seaweed and fish,10,9,1997-01-10,3,Bottom-Dollar Marketse,Elizabeth Lincoln,23 Tsawassen Blvd.,Tsawassen,T2F 8M4,Canada,Dodsworth,Anne,1969-07-02,EmpID9.pic,Anne has a BA degree in English from St. Lawrence College. She is fluent in French and German.,Federal Shipping,(503) 555-9931,19,New England Seafood Cannery,Robb Merchant,Order Processing Dept. 2100 Paul Revere Blvd.,Boston,02134,USA,(617) 555-3267
437,10411,44,40,Gula Malacca,20,2,20 - 2 kg bags,19.45,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",10,9,1997-01-10,3,Bottom-Dollar Marketse,Elizabeth Lincoln,23 Tsawassen Blvd.,Tsawassen,T2F 8M4,Canada,Dodsworth,Anne,1969-07-02,EmpID9.pic,Anne has a BA degree in English from St. Lawrence College. She is fluent in French and German.,Federal Shipping,(503) 555-9931,20,Leka Trading,Chandra Leka,"471 Serangoon Loop, Suite #402",Singapore,0512,Singapore,555-8787
438,10411,59,9,Raclette Courdavault,28,4,5 kg pkg.,55.0,4,Dairy Products,Cheeses,10,9,1997-01-10,3,Bottom-Dollar Marketse,Elizabeth Lincoln,23 Tsawassen Blvd.,Tsawassen,T2F 8M4,Canada,Dodsworth,Anne,1969-07-02,EmpID9.pic,Anne has a BA degree in English from St. Lawrence College. She is fluent in French and German.,Federal Shipping,(503) 555-9931,28,Gai pâturage,Eliane Noz,"Bat. B 3, rue des Alpes",Annecy,74000,France,38.76.98.06
439,10412,14,20,Tofu,6,7,40 - 100 g pkgs.,23.25,7,Produce,Dried fruit and bean curd,87,8,1997-01-13,2,Wartian Herkku,Pirkko Koskitalo,Torikatu 38,Oulu,90110,Finland,Callahan,Laura,1958-01-09,EmpID8.pic,Laura received a BA in psychology from the University of Washington. She has also completed a course in business French. She reads and writes French.,United Package,(503) 555-3199,6,Mayumi's,Mayumi Ohno,92 Setsuko Chuo-ku,Osaka,545,Japan,(06) 431-7877
440,10413,1,24,Chais,1,1,10 boxes x 20 bags,18.0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",41,3,1997-01-14,2,La maison d'Asie,Annette Roulet,1 rue Alsace-Lorraine,Toulouse,31000,France,Leverling,Janet,1963-08-30,EmpID3.pic,Janet has a BS degree in chemistry from Boston College). She has also completed a certificate program in food retailing management. Janet was hired as a sales associate and was promoted to sales representative.,United Package,(503) 555-3199,1,Exotic Liquid,Charlotte Cooper,49 Gilbert St.,Londona,EC1 4SD,UK,(171) 555-2222
441,10413,62,40,Tarte au sucre,29,3,48 pies,49.3,3,Confections,"Desserts, candies, and sweet breads",41,3,1997-01-14,2,La maison d'Asie,Annette Roulet,1 rue Alsace-Lorraine,Toulouse,31000,France,Leverling,Janet,1963-08-30,EmpID3.pic,Janet has a BS degree in chemistry from Boston College). She has also completed a certificate program in food retailing management. Janet was hired as a sales associate and was promoted to sales representative.,United Package,(503) 555-3199,29,Forêts d'érables,Chantal Goulet,148 rue Chasseur,Ste-Hyacinthe,J2S 7S8,Canada,(514) 555-2955
442,10413,76,14,Lakkalikööri,23,1,500 ml,18.0,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",41,3,1997-01-14,2,La maison d'Asie,Annette Roulet,1 rue Alsace-Lorraine,Toulouse,31000,France,Leverling,Janet,1963-08-30,EmpID3.pic,Janet has a BS degree in chemistry from Boston College). She has also completed a certificate program in food retailing management. Janet was hired as a sales associate and was promoted to sales representative.,United Package,(503) 555-3199,23,Karkki Oy,Anne Heikkonen,Valtakatu 12,Lappeenranta,53120,Finland,(953) 10956
443,10414,19,18,Teatime Chocolate Biscuits,8,3,10 boxes x 12 pieces,9.2,3,Confections,"Desserts, candies, and sweet breads",21,2,1997-01-14,3,Familia Arquibaldo,Aria Cruz,"Rua Orós, 92",São Paulo,05442-030,Brazil,Fuller,Andrew,1952-02-19,EmpID2.pic,"Andrew received his BTS commercial and a Ph.D. in international marketing from the University of Dallas. He is fluent in French and Italian and reads German. He joined the company as a sales representative, was promoted to sales manager and was then named vice president of sales. Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association.",Federal Shipping,(503) 555-9931,8,"Specialty Biscuits, Ltd.",Peter Wilson,29 King's Way,Manchester,M14 GSD,UK,(161) 555-4448
444,10414,33,50,Geitost,15,4,500 g,2.5,4,Dairy Products,Cheeses,21,2,1997-01-14,3,Familia Arquibaldo,Aria Cruz,"Rua Orós, 92",São Paulo,05442-030,Brazil,Fuller,Andrew,1952-02-19,EmpID2.pic,"Andrew received his BTS commercial and a Ph.D. in international marketing from the University of Dallas. He is fluent in French and Italian and reads German. He joined the company as a sales representative, was promoted to sales manager and was then named vice president of sales. Andrew is a member of the Sales Management Roundtable, the Seattle Chamber of Commerce, and the Pacific Rim Importers Association.",Federal Shipping,(503) 555-9931,15,Norske Meierier,Beate Vileid,Hatlevegen 5,Sandvika,1320,Norway,(0)2-953010
